Transaction Date,Revenue Location ID,Revenue Location Name,Transaction Location ID,Transaction Location Name,Payment Type,Product ID,Product Name,Amount,Account ID,Account Name,Batch/Deposit Date,Batch ID,Deposit ID,Revenue Note
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,,,6,3000.1601.000200000,Default Overage/Shortage,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1043,22,36,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1043,22,12,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1045,24,15,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1045,24,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1050,29,30,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1050,29,6,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1051,30,30,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1051,30,6,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1053,32,9,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1053,32,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1122,44,9,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1122,44,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1135,57,15,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1135,57,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1159,74,9,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1159,74,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1167,82,15,3000.1601.434410003,campsite rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1167,82,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8136,BEVERAGES-COFFEE CUP - 8OZ.,0.06,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8136,BEVERAGES-COFFEE CUP - 8OZ.,0.94,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8190,CABE FLYTRAP DECAL,0.13,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8190,CABE FLYTRAP DECAL,1.87,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8300,DOCKAGE FEES-BOAT LAUNCH,24,3000.1601.434410001,Dock rental fees,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8310,DUMP FEE-BOAT,20,3000.1601.000434190,Other sales & service,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8311,DUMP FEE-CAMPER,20,3000.1601.000434190,Other sales & service,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8324,FIREWOOD,2.36,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8324,FIREWOOD,33.66,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8379,FOOD-ICE,1.04,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8379,FOOD-ICE,14.96,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8683,SIZE #7 BRASS SAFETY SNAP SWIVELS (INVICIBLE),0.1,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8683,SIZE #7 BRASS SAFETY SNAP SWIVELS (INVICIBLE),1.45,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,13350,FOOD- ICE CREAM- ORANGE DREAM BAR,0.07,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,13350,FOOD- ICE CREAM- ORANGE DREAM BAR,0.93,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,78203,BRACELETS,0.52,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,78203,BRACELETS,7.48,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,81752,Longleaf Cabin - 39,55,3000.1601.434410004,Cabin rentals,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,81752,Longleaf Cabin - 39,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,95752,SUGARLOAF PATCH,0.23,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,95752,SUGARLOAF PATCH,3.27,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99011,BEVERAGES - COCA COLA,0.3,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99011,BEVERAGES - COCA COLA,4.2,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99012,BEVERAGES - DIET COKE,0.1,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99012,BEVERAGES - DIET COKE,1.4,3000.1601.434150004,PFR Revenues-Other,11/7/2017,,232234072,
11/6/2017,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99754,BEVERAGES - MINUTE MAID PINK LEMONADE,0.1,2000.1601.000211940,sales tax payable,11/7/2017,,232234072,
