Transaction Date,Revenue Location ID,Revenue Location Name,Transaction Location ID,Transaction Location Name,Payment Type,Product ID,Product Name,Amount,Account ID,Account Name,Batch/Deposit Date,Batch ID,Deposit ID,Revenue Note
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1051,30,-3,3000.1601.434410003,campsite rentals,1/31/2020,,285178293,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1051,30,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),1/31/2020,,285178293,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1051,30,22,3000.1601.434410003,campsite rentals,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1054,33,19,3000.1601.434410003,campsite rentals,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,1054,33,3,3000.1601.435900001,CRS Vendor Fees (Transaction Fees),2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8190,CABE FLYTRAP DECAL,0.13,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8190,CABE FLYTRAP DECAL,1.87,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8324,FIREWOOD,0.46,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8324,FIREWOOD,6.54,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8375,"FOOD-CHEESE & PEANUT BUTTER CRACKERS, KEEBLER",0.04,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8375,"FOOD-CHEESE & PEANUT BUTTER CRACKERS, KEEBLER",0.56,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8390,"FOOD-ICE CREAM, CCOKIES AND CREAM BAR, BLUE BUNNY",0.11,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8390,"FOOD-ICE CREAM, CCOKIES AND CREAM BAR, BLUE BUNNY",1.64,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8406,"FOOD-PEANUTS, 1.75 OZ, PLANTERS",0.05,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8406,"FOOD-PEANUTS, 1.75 OZ, PLANTERS",0.71,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8410,FOOD-REESES PEANUT BUTTER CUPS,0.14,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8410,FOOD-REESES PEANUT BUTTER CUPS,1.96,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8418,FOOD-TWIX CANDY BAR,0.07,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8418,FOOD-TWIX CANDY BAR,0.98,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,72502,ASST STUFFED ANIMAL (NOT SNAKE OR RANGER),0.92,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,72502,ASST STUFFED ANIMAL (NOT SNAKE OR RANGER),13.08,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99757,BEVERAGES - DASANI WATER,0.35,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99757,BEVERAGES - DASANI WATER,5.15,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99802,BEVERAGES - SEAGRAMS GINGER ALE,0.1,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,99802,BEVERAGES - SEAGRAMS GINGER ALE,1.4,3000.1601.434150004,PFR Revenues-Other,2/3/2020,,285284608,
2/2/2020,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,118103,FOOD- SOUR CANDY,0.07,2000.1601.000211940,sales tax payable,2/3/2020,,285284608,
