Transaction Date,Revenue Location ID,Revenue Location Name,Transaction Location ID,Transaction Location Name,Payment Type,Product ID,Product Name,Amount,Account ID,Account Name,Batch/Deposit Date,Batch ID,Deposit ID,Revenue Note
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8105,"ADVIL - 2 TABLETS EACH, 200MG",0.06,2000.1601.000211940,sales tax payable,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8105,"ADVIL - 2 TABLETS EACH, 200MG",0.89,3000.1601.434150004,PFR Revenues-Other,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8300,DOCKAGE FEES-BOAT LAUNCH,14,3000.1601.434410001,Dock rental fees,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8324,FIREWOOD,1.83,2000.1601.000211940,sales tax payable,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8324,FIREWOOD,26.16,3000.1601.434150004,PFR Revenues-Other,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8382,FOOD-ICE CREAM - CHIPS GALORE COOKIE SANDWICH,0.13,2000.1601.000211940,sales tax payable,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8382,FOOD-ICE CREAM - CHIPS GALORE COOKIE SANDWICH,1.87,3000.1601.434150004,PFR Revenues-Other,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8390,"FOOD-ICE CREAM, CCOKIES AND CREAM BAR, BLUE BUNNY",0.13,2000.1601.000211940,sales tax payable,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8390,"FOOD-ICE CREAM, CCOKIES AND CREAM BAR, BLUE BUNNY",1.87,3000.1601.434150004,PFR Revenues-Other,2/14/2022,,349377040,
2/12/2022,12802806,Carolina Beach State Park,12802806,Carolina Beach State Park,CASH,8400,FOOD-KIT KAT CANDY,0.07,2000.1601.000211940,sales tax payable,2/14/2022,,349377040,
